0.743	-0.063	0.009	0.008	0.143	0.053	2.449	-2.080	0.622	-2.174
3.135	0.130	0.095	-0.035	-0.432	0.077	0.663	-4.102	1.933	-4.273
-2.035	-1.896	1.695	0.777	-0.491	-0.107	0.128	3.196	7.144	-2.159
-1.649	1.443	1.760	-0.346	-0.606	0.059	-0.392	4.703	2.927	-1.720
2.011	0.063	-1.717	-0.636	-0.098	0.548	-1.507	-0.596	-0.877	-0.155
-1.354	-2.656	-1.042	-1.689	0.085	-0.153	3.667	3.487	0.971	2.006
-1.609	-0.186	-0.107	-0.097	0.187	-0.484	3.069	1.404	1.540	0.042
2.068	-0.351	0.013	-0.004	-0.160	0.025	1.260	-2.269	0.097	-2.067
3.230	2.769	0.749	-1.807	0.243	-0.163	-1.122	-5.035	-4.873	-1.345
2.317	0.396	0.025	0.104	0.353	0.279	-2.308	0.375	-2.180	1.508
-0.125	0.016	-0.429	-0.382	0.322	-0.846	1.444	0.200	-0.537	1.281
1.454	1.930	-0.047	0.092	0.231	0.377	1.281	-2.916	-3.612	-0.128
1.342	0.784	-0.430	1.452	0.513	0.687	-0.770	-0.638	-4.018	3.109
-0.159	-1.923	0.308	1.789	-0.443	-0.373	2.721	1.667	4.508	-2.209
2.377	3.194	-1.024	1.273	0.334	0.698	1.474	-3.995	-2.381	-3.426
1.947	3.341	-0.024	0.107	-0.285	-0.356	-1.727	-3.193	-2.834	-1.759
-1.630	-4.860	-1.087	1.634	0.128	0.240	2.273	2.424	1.360	4.826
-1.497	0.435	-0.208	-0.111	0.157	-0.626	0.090	1.674	7.561	-5.860
0.778	0.598	-0.355	-0.033	-0.036	0.765	1.627	-2.212	-0.587	-1.724
2.449	-4.188	-0.736	1.853	-0.063	-0.093	3.968	-3.195	-0.470	2.140
2.425	-0.449	-0.163	-0.907	0.639	-0.765	4.885	-3.946	-1.618	-1.754
0.930	-0.486	-1.536	0.926	-0.163	-0.586	0.465	-1.145	-0.465	0.660
2.758	4.299	1.030	0.984	0.840	0.337	0.003	-4.245	-5.336	-2.571
2.745	-0.437	1.335	0.385	0.912	0.129	-3.127	-1.152	-2.353	2.303
-0.021	-0.227	-1.786	-0.635	-0.076	0.439	-3.792	3.431	0.180	2.754
1.236	-0.579	0.506	-0.124	-0.871	0.105	1.895	-2.090	0.855	-1.708
-0.772	-0.969	-1.098	0.025	0.011	0.995	2.950	-0.122	3.718	-2.897
1.091	-1.004	-0.007	0.030	0.153	0.193	0.681	1.151	-6.041	6.373
0.748	0.517	-0.194	0.640	-0.562	-0.758	0.326	-0.508	0.118	-0.429
2.439	0.579	-0.223	1.378	0.595	0.699	-1.742	-0.681	-6.279	4.808
-1.689	2.465	-0.686	-1.020	-0.458	0.859	-2.606	2.846	8.308	-7.045
0.021	0.653	1.057	1.668	-0.195	-0.107	-1.144	1.912	1.599	-1.013
1.957	1.061	0.768	0.461	0.958	0.266	-1.345	-1.326	-1.149	-0.465
2.253	2.191	0.363	1.232	0.768	0.574	-1.855	-0.857	-1.754	-1.209
5.191	-0.796	0.001	0.026	-0.160	-0.157	-0.573	-6.277	-10.029	5.950
0.905	2.588	-1.075	-0.717	0.277	-0.915	0.480	-3.177	-5.539	0.556
2.554	3.366	-1.358	-1.387	0.131	-0.311	-1.028	-3.799	-4.886	-0.816
0.708	-0.392	-1.734	-0.125	0.024	-0.674	0.404	-1.237	-0.061	0.080
-1.858	-0.330	-0.004	0.003	0.026	0.096	-3.076	5.315	3.889	0.566
2.837	1.064	-0.551	-0.685	0.429	-0.895	0.637	-4.029	-6.563	2.854
1.263	0.905	-0.005	0.009	0.071	0.120	1.758	-0.214	0.239	-2.259
1.458	2.698	-1.845	0.658	-0.048	-0.280	-3.486	-0.570	-5.316	3.665
0.278	2.931	0.011	-0.002	0.147	-0.016	1.044	-1.558	1.527	-4.953
1.013	1.061	-1.695	0.661	-0.106	-0.564	1.829	-3.241	0.380	-2.773
2.170	-1.682	-0.374	-0.256	-0.248	0.800	1.644	-2.749	1.353	-2.208
2.967	-0.195	-0.114	0.287	0.406	0.598	1.358	-5.112	-2.639	-1.229
2.060	-0.183	1.310	-0.125	0.948	-0.045	-2.788	0.320	-2.296	2.297
0.418	-3.399	-0.027	-0.032	0.121	-0.259	0.374	1.089	3.320	0.694
1.332	1.471	1.040	0.059	0.999	0.028	-0.199	-1.930	-1.620	-1.020
0.851	1.160	0.060	-0.209	0.497	-0.375	-0.865	-0.614	0.558	-1.676
-0.021	-2.307	-1.811	0.845	-0.013	-0.058	3.537	1.707	-3.851	5.845
-0.416	1.558	-0.031	0.484	-0.587	-0.625	-1.467	2.204	-0.048	-0.354
4.516	0.924	0.258	-1.717	-0.513	0.441	2.893	-6.299	-7.131	0.735
1.187	-0.065	-0.682	-1.485	0.417	-0.651	2.845	-1.587	0.692	-2.341
1.307	-1.183	1.203	1.348	0.540	0.242	-1.366	-1.509	-0.247	0.163
1.748	-0.281	-0.201	-0.347	-0.400	0.693	-1.647	-1.434	-2.392	2.009
0.415	2.118	-0.078	-0.120	0.246	-0.454	1.385	-2.300	0.690	-3.421
-0.976	0.061	-0.024	0.055	0.188	0.286	-1.066	2.757	3.247	-0.962
2.760	-0.841	1.100	-0.587	0.940	-0.235	-2.082	-1.160	-3.998	3.929
1.961	-1.077	0.023	-0.027	-0.239	0.110	-1.782	-1.457	-2.762	2.950
1.105	-2.494	-0.387	-0.501	-0.410	0.835	-0.795	-1.624	1.325	1.349
2.146	-0.058	0.656	1.526	0.626	0.413	-0.914	-2.660	1.731	-2.516
0.179	-3.895	0.879	-0.048	0.992	-0.027	0.222	1.481	1.022	3.581
-0.295	-1.179	-0.656	1.869	0.114	0.161	1.389	0.993	0.802	1.888
0.835	-3.150	-1.217	-0.611	0.215	-0.907	-0.708	0.270	2.381	0.578
1.610	-1.099	0.063	-0.015	0.350	-0.041	-0.145	-0.302	-0.239	0.875
-0.427	2.658	1.313	0.853	0.791	0.234	0.565	3.589	0.547	-1.648
-0.489	-2.534	-0.309	0.174	-0.194	-0.739	-3.064	3.670	1.817	3.157
1.421	1.174	0.097	0.020	-0.431	-0.044	1.281	-2.982	-2.229	-0.778
-0.647	2.165	-1.816	0.532	0.064	0.447	0.037	1.562	0.329	-1.471
-0.083	-0.935	-0.827	-0.580	0.301	-0.954	-3.994	2.895	3.822	-0.256
1.044	-1.280	-1.035	1.708	-0.041	-0.073	0.356	-2.633	0.275	-0.149
1.283	-2.006	1.361	1.321	-0.410	-0.166	-1.962	1.244	-0.237	2.815
2.415	0.548	0.675	-0.875	-0.892	0.439	2.158	-4.387	-1.630	-2.033
1.377	0.594	1.075	1.598	-0.334	-0.178	-1.264	-0.732	1.703	-2.187
1.900	-0.633	-0.048	0.059	0.164	0.344	0.132	-0.960	-0.280	0.111
0.275	-1.080	1.852	-0.517	-0.381	0.052	-0.326	0.320	0.026	1.774
-4.026	-1.459	-0.005	0.008	0.064	0.121	0.137	6.403	4.661	0.613
-0.214	-2.870	-0.039	0.082	-0.223	-0.352	-3.498	3.926	3.620	2.796
1.835	-0.271	-0.000	0.000	-0.004	-0.006	2.222	-1.417	-3.846	2.223
1.302	-0.600	0.450	-0.492	0.863	-0.380	-1.364	1.110	-4.127	4.776
0.084	-1.764	0.588	-1.889	-0.166	0.122	1.823	1.132	1.333	0.098
-1.067	-1.154	-0.019	0.054	0.194	0.272	0.350	3.020	0.851	1.687
1.605	-1.598	1.383	-0.963	0.694	-0.218	2.738	-1.522	-3.443	2.268
-1.690	-1.118	-1.935	-0.476	-0.014	0.117	2.120	3.299	3.135	0.599
1.692	1.916	-1.635	-0.244	-0.056	0.755	2.983	-4.004	-3.339	-1.582
3.147	-0.291	0.144	0.198	-0.585	-0.297	3.355	-5.759	-0.489	-3.568
1.484	0.463	0.030	-0.021	0.257	-0.082	0.556	-2.166	-0.054	-2.149
2.497	1.276	0.670	0.394	-0.941	-0.256	-2.069	-2.587	-2.655	-0.190
-0.906	1.642	0.075	0.625	-0.695	-0.616	-3.108	3.790	2.447	0.006
0.452	-0.178	0.030	-0.402	0.588	-0.546	3.142	0.173	2.875	-4.008
1.448	-2.862	-0.011	-0.292	-0.490	0.509	1.703	-0.862	-3.267	4.616
-4.025	-3.756	-1.098	0.818	0.293	0.882	2.449	6.815	9.665	-1.166
1.389	0.251	0.165	-1.951	-0.210	0.193	-0.077	-1.567	-0.245	-0.961
0.194	-1.238	-1.417	-0.266	-0.083	0.893	-0.422	-0.154	-1.342	2.348
3.959	-0.270	-0.808	-1.683	-0.265	0.422	1.856	-2.907	-5.548	1.232
0.942	0.061	0.516	-0.400	0.887	-0.303	2.052	0.622	-2.555	0.938
1.761	-0.948	1.887	-0.525	-0.282	0.038	-1.793	-0.118	-1.036	1.323
1.988	1.215	0.227	-0.278	0.694	-0.329	-1.091	-0.679	-4.697	2.882
-0.991	-3.265	0.611	-0.871	0.885	-0.460	0.313	1.038	3.779	1.524
0.283	0.376	-1.099	-1.644	-0.099	0.186	0.154	0.823	-1.419	1.552
-1.222	-0.648	0.577	0.861	-0.882	-0.471	-1.240	4.040	1.979	1.592
1.211	2.095	0.005	0.604	-0.652	-0.647	-0.850	-2.500	-3.075	-0.409
0.911	3.095	0.387	-0.168	-0.799	0.166	2.547	-2.048	2.815	-7.599
-1.105	-1.136	-0.011	-0.025	-0.125	0.194	-1.459	2.783	2.064	1.604
-0.824	2.575	-0.041	-0.140	0.311	-0.416	0.593	1.988	0.600	-1.231
0.147	-1.284	0.062	0.154	0.457	0.309	-1.365	2.296	1.948	0.223
3.673	1.902	1.926	0.176	-0.357	-0.016	-0.647	-4.446	-6.085	0.568
1.709	-0.711	-0.144	-0.112	0.186	-0.545	1.948	-3.161	1.206	-2.798
-1.784	-1.196	0.140	0.757	0.748	0.622	3.368	1.189	3.771	-1.640
-3.153	-2.293	-0.006	0.013	-0.093	-0.142	-2.732	5.676	2.694	3.935
1.769	1.066	0.562	1.030	-0.847	-0.503	-0.334	-1.528	-1.609	-0.442
0.495	-2.469	0.010	-0.912	-0.708	0.700	-2.945	0.315	1.637	2.177
2.757	0.354	1.817	-0.763	-0.236	0.048	3.549	-1.730	-2.858	-0.561
2.956	-0.006	0.091	-0.061	-0.436	0.133	-0.135	-7.380	-2.233	-0.875
-1.006	0.150	1.982	-0.249	-0.073	0.005	-1.122	1.937	2.576	-0.088
0.571	0.496	0.445	0.291	-0.847	-0.252	1.551	-1.478	-2.876	1.022
2.018	2.983	0.011	-1.270	0.684	-0.678	1.336	-1.980	-3.413	-1.648
1.415	4.495	-1.358	1.461	0.043	0.099	-0.775	0.635	0.296	-5.121
-0.717	0.807	0.256	-1.924	-0.255	0.224	-2.526	2.329	1.011	-0.222
0.719	-1.759	-0.420	1.143	0.559	0.800	-3.141	2.800	1.888	1.813
-1.640	-0.382	1.064	-1.613	-0.319	0.172	1.974	1.308	2.039	-1.013
0.907	-0.739	0.196	1.516	0.638	0.560	0.873	-0.025	-0.665	0.649
1.068	-2.667	0.001	0.000	-0.038	-0.012	2.015	0.854	-1.675	3.903
0.630	-3.720	0.209	-0.406	-0.717	0.437	1.781	0.785	2.860	-0.278
2.421	-1.391	0.256	0.682	-0.791	-0.548	-0.607	-4.041	-1.647	0.815
-0.434	-0.357	0.482	-0.141	0.858	-0.123	-0.989	1.324	0.592	1.156
-3.328	-3.732	-0.531	-0.484	-0.347	0.895	-0.343	8.207	5.503	2.859
1.025	5.065	-0.082	0.467	-0.547	-0.652	-4.118	0.234	-0.294	-3.962
0.940	1.875	0.669	-1.673	-0.495	0.335	-0.742	0.822	-1.834	0.935
1.030	0.317	-0.389	-1.055	0.567	-0.814	1.174	0.439	-1.676	1.230
2.684	1.549	-1.341	1.476	0.044	0.100	1.502	-3.854	-3.182	-1.324
1.266	3.210	-0.745	0.253	-0.159	-0.964	-2.717	-1.287	-2.896	0.832
2.150	1.622	1.064	-1.649	0.239	-0.130	0.322	-0.406	-7.164	4.215
2.170	-0.748	0.052	0.081	0.377	0.205	0.381	-0.011	-2.158	2.269
0.510	-2.299	1.838	-0.416	-0.464	0.052	-0.268	0.539	3.761	-1.417
1.270	-2.114	-1.904	0.585	0.019	0.124	1.553	-5.284	3.907	-3.868
1.197	2.253	1.511	-0.162	0.853	-0.046	2.567	-1.032	-1.671	-1.897
0.166	1.308	0.168	-0.470	-0.708	0.498	1.711	1.248	-0.135	-1.008
1.940	-0.604	-0.926	1.199	-0.378	-0.769	-1.291	0.675	-7.973	7.925
1.534	0.572	1.049	-0.062	-0.998	0.029	0.224	-0.675	-0.741	-0.555
1.735	1.801	-1.436	-1.128	-0.184	0.532	0.518	-1.944	-4.079	0.024
2.958	-1.176	-1.425	1.402	-0.018	-0.043	-0.706	-1.001	-1.207	0.263
1.934	-0.044	-1.616	-0.980	-0.123	0.440	1.061	-2.668	-0.239	-1.745
-2.442	1.201	-0.218	0.365	-0.404	-0.712	-2.428	4.663	2.756	-0.429
-0.555	0.685	0.003	-0.001	0.081	-0.014	-5.258	4.233	-0.021	2.786
0.216	4.355	0.156	0.004	-0.536	-0.006	-1.670	0.905	-3.442	0.847
2.085	2.571	0.591	-1.297	-0.761	0.489	0.556	-2.420	-1.486	-3.740
0.024	-0.088	0.050	0.008	-0.314	-0.025	-0.903	1.059	3.026	-1.503
0.882	0.043	-0.086	-0.030	0.070	-0.412	0.193	0.938	2.825	-2.886
-0.244	1.367	-0.112	0.096	-0.181	-0.491	1.045	2.103	-1.469	1.165
0.040	-3.169	-1.132	-1.086	0.307	-0.763	2.060	3.196	-1.484	4.612
0.826	-0.554	-0.119	0.095	0.176	0.502	0.217	-1.341	3.148	-2.967
2.374	-0.513	1.732	-0.734	0.463	-0.094	0.813	-2.256	0.014	-1.727
3.604	0.744	1.301	-0.791	0.821	-0.230	0.474	-5.307	-4.868	0.775
0.011	-2.087	1.602	0.528	0.717	0.115	0.048	-0.590	-1.477	4.438
2.124	3.873	-0.422	-0.125	-0.119	0.820	-0.929	-2.572	-5.034	-0.416
-0.191	0.427	0.917	-1.201	0.771	-0.381	0.142	1.134	1.727	-2.090
1.348	-0.498	0.602	1.439	0.690	0.459	1.407	-3.483	-0.640	-0.700
4.616	0.910	-0.617	0.160	0.118	0.925	-0.219	-3.341	-6.551	1.919
1.291	-1.525	-1.063	-1.678	-0.080	0.146	0.478	-1.551	0.912	-0.557
0.582	0.660	-0.159	-0.031	0.053	-0.543	1.404	0.293	-0.198	-1.205
1.473	0.219	1.881	-0.073	-0.471	0.009	-1.535	-0.830	0.624	-0.782
1.661	-0.512	-0.760	-0.075	-0.048	0.970	1.063	-3.119	2.257	-2.346
1.813	3.440	0.070	0.045	-0.384	-0.113	2.434	-3.717	-0.353	-4.643
2.784	-1.577	0.885	0.197	-0.990	-0.109	0.011	-1.846	-5.114	3.971
-2.007	-1.074	-1.241	-1.328	-0.230	0.529	2.148	3.550	6.046	-2.770
3.462	2.851	-0.361	1.941	-0.145	-0.175	-2.722	-2.246	-5.575	1.399
-0.661	-1.128	-0.014	0.018	0.094	0.192	-0.318	1.122	3.017	-0.218
0.406	-0.644	0.076	-0.019	-0.385	0.047	-3.180	3.468	-1.606	3.600
-0.782	0.813	1.483	0.426	-0.832	-0.117	1.815	2.739	-0.093	-0.255
6.267	0.832	-0.243	0.210	0.256	0.688	0.543	-7.264	-9.460	1.693
3.687	-2.300	0.185	-0.265	-0.653	0.341	-1.773	-4.048	-6.543	6.693
1.017	0.214	0.501	-0.062	0.867	-0.054	0.819	-1.586	-0.078	-0.289
0.689	1.715	0.136	1.767	-0.466	-0.432	-0.693	-0.546	-1.063	-1.716
0.775	-1.626	-0.331	1.390	0.560	0.709	0.564	1.459	1.334	0.693
-0.949	-1.097	-1.290	-0.107	-0.039	0.955	0.755	3.063	-0.501	3.147
-1.809	-3.078	0.622	0.858	0.889	0.454	3.413	3.318	4.730	-0.233
3.502	-1.680	0.466	1.570	0.617	0.461	0.135	-0.343	-2.970	2.385
0.067	1.620	1.330	-0.021	-0.944	0.007	-2.061	-0.447	-2.495	2.000
-0.228	0.568	-0.216	-0.480	0.478	-0.740	-1.191	2.523	1.413	-0.273
1.140	4.183	-1.273	-0.028	-0.011	0.962	-1.848	-3.654	-0.401	-4.402
0.279	-2.275	-0.879	-0.234	0.129	-0.988	1.309	-0.812	4.335	-2.726
3.384	-0.245	0.827	-0.329	-0.976	0.187	-0.011	-5.731	-2.223	-0.279
3.800	-1.509	0.292	-0.006	-0.706	0.007	-2.430	-4.528	-0.895	-0.341
-1.394	-2.743	-1.679	0.997	0.081	0.293	3.541	2.500	3.372	0.426
-1.972	0.370	0.236	0.972	-0.786	-0.618	-1.611	4.539	6.370	-2.880
-0.869	-1.766	-0.946	-1.227	0.369	-0.750	0.835	2.391	-1.461	4.440
0.863	-1.310	-0.148	-0.138	0.220	-0.561	3.122	-3.404	2.751	-2.540
-0.368	0.146	-0.063	1.474	-0.609	-0.635	2.034	1.587	1.499	-1.183
1.266	1.851	-0.422	0.193	-0.180	-0.825	-1.524	-0.334	-2.144	-0.254
5.395	2.750	-0.004	0.005	0.052	0.101	1.632	-9.352	-4.994	-4.110
3.035	0.687	0.076	-1.998	0.029	-0.028	-0.385	-4.352	-2.372	-1.174
1.258	0.048	-1.336	-0.569	0.178	-0.874	1.991	-0.881	-2.888	1.637
1.910	0.563	-1.855	0.708	-0.031	-0.169	-0.441	-3.743	-1.391	-1.148
-0.302	-1.342	-0.434	-1.353	0.535	-0.733	-2.152	0.680	1.352	0.884
1.832	-1.892	1.690	0.953	-0.329	-0.086	0.689	-1.503	-1.148	1.595
2.556	-1.120	-0.007	-0.016	-0.103	0.154	0.295	-3.202	-2.640	1.369
3.094	-1.287	0.730	0.118	-0.962	-0.077	0.847	-6.413	-0.788	-1.838
0.509	2.197	-0.425	1.448	0.516	0.689	2.666	-1.614	-2.480	-0.565
-0.533	-0.397	0.075	-0.126	-0.453	0.258	-0.763	0.909	1.663	0.730
2.109	2.255	-1.355	-1.156	-0.216	0.586	2.469	-2.366	-2.045	-2.237
2.765	-0.285	0.014	-0.013	0.181	-0.072	-1.881	-2.141	-2.536	1.423
0.718	-1.309	-0.234	-0.530	0.496	-0.760	-1.606	-0.037	1.563	0.921
-0.604	-1.478	-0.042	-0.227	0.409	-0.491	2.769	1.830	2.458	-0.156
1.224	4.667	-0.279	-1.873	0.293	-0.340	-0.564	-1.081	3.177	-8.296
3.588	-0.743	0.519	-0.246	-0.883	0.199	-1.158	-2.256	-6.533	4.005
0.206	1.346	1.351	-1.396	-0.306	0.130	1.994	1.524	-0.307	-0.307
-0.015	3.012	-1.205	-0.000	-0.000	0.979	-3.563	2.959	0.881	-1.112
0.116	1.314	-0.294	0.135	0.158	0.720	1.512	0.836	0.817	-2.460
-0.170	-1.518	-0.409	-0.540	0.421	-0.848	0.951	-0.088	0.035	1.867
0.526	2.860	1.315	1.381	-0.388	-0.167	-2.687	1.688	-1.657	-0.145
-1.174	-1.944	0.166	-0.389	0.681	-0.450	-3.140	4.022	3.534	2.234
4.441	2.893	1.193	0.479	-0.941	-0.182	4.497	-7.664	-3.876	-4.673
-1.750	-1.606	-0.896	-0.530	-0.264	0.964	0.344	4.830	1.839	2.861
-2.975	-3.183	0.004	-0.166	0.395	-0.386	-0.954	4.135	9.169	-1.540
3.198	-1.755	-1.290	-1.262	-0.224	0.550	-0.804	-4.709	-1.137	0.029
-2.475	-1.580	0.015	-0.002	0.171	-0.009	-0.001	5.089	1.401	3.693
2.232	-0.466	0.039	0.135	-0.408	-0.308	-0.286	-0.602	-1.476	0.269
-1.038	0.327	1.104	-0.309	-0.980	0.134	-2.304	1.020	3.572	-1.648
1.885	-1.157	-0.147	-1.728	-0.459	0.500	-0.205	1.580	0.943	-0.512
-1.894	-1.110	-0.159	1.887	0.303	0.330	1.495	3.826	6.010	-2.108
-1.859	0.633	0.088	-0.116	0.465	-0.232	-1.849	5.575	0.102	3.421
0.935	1.526	-1.792	-0.031	-0.005	0.611	-0.626	-0.716	-2.679	1.202
4.012	0.983	0.072	-0.662	-0.702	0.629	0.033	-4.570	-2.292	-1.393
0.370	-0.654	0.789	0.365	0.968	0.213	2.892	-2.011	-0.138	-0.230
2.000	1.987	-0.063	0.082	0.195	0.398	-1.480	-1.758	-0.736	-2.640
-3.152	-1.471	-1.364	1.349	0.150	0.366	1.148	5.853	6.179	-0.029
0.427	-1.950	0.466	1.823	-0.373	-0.289	1.503	-0.013	1.400	-0.342
2.049	-0.749	-0.431	1.064	0.553	0.820	-3.251	-0.447	-4.410	5.839
2.079	4.236	0.026	0.004	0.228	0.016	-3.346	-3.172	-2.550	-2.573
-0.137	0.931	-0.111	0.114	-0.210	-0.498	1.906	-1.582	1.455	-2.907
0.506	-0.994	-1.725	-0.949	-0.062	0.239	0.490	-0.635	-1.973	2.787
2.414	1.145	-0.007	-0.138	-0.349	0.367	0.213	-3.890	-2.200	-1.524
2.972	2.076	0.326	0.422	-0.794	-0.390	-1.601	-3.973	-5.410	0.907
1.740	1.680	-0.246	-0.653	-0.543	0.784	-3.489	0.424	-1.207	-0.059
2.955	1.082	1.201	1.313	-0.573	-0.253	-0.420	-4.417	-6.159	2.614
-2.664	-0.557	-0.884	-0.936	-0.379	0.880	0.843	6.610	4.038	0.491
-1.547	-2.478	0.002	-0.001	0.065	-0.013	-2.155	4.826	4.217	2.047
2.020	2.475	1.694	-0.861	-0.423	0.101	0.163	-1.933	0.426	-4.104
0.554	2.165	0.117	-0.081	-0.490	0.153	1.239	-0.532	-0.531	-2.772
1.893	1.646	-1.961	-0.073	-0.005	0.272	-2.747	-0.279	-3.413	1.121
0.761	1.283	-0.411	-0.687	-0.483	0.852	-0.140	-1.869	2.521	-3.717
1.017	-2.469	-0.411	-1.699	-0.410	0.522	-0.417	-1.639	-3.296	4.854
2.756	-1.630	0.081	-0.077	0.427	-0.171	-2.854	-0.419	-3.049	3.850
