-1.932	0.624	-0.702
-2.242	-1.204	-2.056
1.524	-1.088	0.787
0.048	-0.898	1.927
-1.101	-0.442	-1.457
-0.706	-2.092	-0.903
0.191	0.452	0.727
2.320	0.456	1.587
0.078	-0.112	1.344
-1.214	-1.819	1.623
2.118	0.830	2.205
-0.004	0.779	-0.192
1.455	0.653	2.499
1.043	-3.989	-0.525
-1.723	-1.868	0.150
1.612	-0.411	1.851
1.890	-3.035	0.626
1.741	-1.039	1.365
-1.139	-1.541	1.152
-0.642	-0.346	-0.092
0.100	1.488	0.093
3.015	-0.347	2.004
2.341	0.986	1.133
1.257	0.947	2.074
-2.217	-0.957	-2.128
-0.949	-0.380	-1.557
3.324	-3.478	1.769
0.259	-0.327	0.049
0.411	2.002	1.126
-2.216	-1.171	-1.585
-0.639	1.040	-1.291
4.825	1.863	-0.476
3.057	1.109	0.884
0.212	-1.364	2.802
-0.497	-1.369	-0.604
1.375	2.159	3.096
-1.093	-1.250	0.807
2.964	1.356	0.491
3.846	0.970	0.364
1.121	-0.503	1.772
-0.752	-1.553	1.256
2.337	1.799	0.236
-1.764	-0.195	-2.101
-0.138	0.858	2.600
-1.115	-1.675	-1.207
-0.477	-0.514	-0.247
0.604	-0.247	0.089
2.138	-1.499	1.550
-1.356	-0.989	-1.998
4.728	1.599	-0.272
-2.272	-0.975	-1.568
0.192	-1.044	2.033
4.161	-0.220	1.463
-0.221	1.651	-0.353
0.624	-2.943	-0.464
3.761	-1.059	2.267
0.073	-2.760	3.678
1.779	1.954	0.681
-0.145	-1.602	2.919
0.032	-1.353	0.808
0.158	-1.653	-0.148
-1.959	-0.959	-1.101
2.838	1.800	0.481
0.926	0.133	-0.173
-2.594	-1.939	-1.097
-0.212	0.224	-1.074
0.276	0.054	3.207
-0.964	0.488	1.468
-1.361	-1.022	-0.225
-0.737	-2.412	-3.031
0.343	0.469	2.282
-1.875	2.776	-1.692
1.413	-1.074	3.490
-1.161	-0.016	0.681
-1.606	-1.609	0.691
-0.642	0.272	-0.260
2.336	0.762	1.054
3.563	0.031	1.427
2.081	-0.625	1.733
2.904	-0.598	2.475
3.148	1.116	0.716
-1.691	-0.657	-1.135
2.717	-0.414	2.351
0.882	-0.509	-0.259
0.295	-0.744	2.505
1.736	-1.805	-0.076
-1.182	-0.836	-0.404
0.090	-0.881	-0.573
-0.472	-1.226	1.911
0.125	-0.901	0.044
-0.335	-0.388	0.028
-2.288	-1.531	-1.304
0.656	-0.416	1.086
-1.457	-0.008	-0.442
7.453	-1.189	0.998
-0.697	-2.093	2.025
-0.400	1.212	2.128
1.168	-1.211	0.605
-0.456	-0.844	0.235
-0.883	-1.540	0.559
0.590	2.892	0.359
-0.625	-2.093	3.222
-2.344	-3.349	-2.592
2.891	0.764	0.863
7.709	-2.238	1.676
1.174	-0.599	0.203
4.202	-0.024	1.190
-0.923	0.447	-2.262
0.217	1.529	1.248
-2.074	-0.605	-0.724
0.770	0.983	2.233
0.714	1.896	0.840
2.566	0.073	2.000
-2.875	-2.988	-1.385
0.843	1.380	1.487
5.689	-1.493	1.804
0.607	-3.631	0.126
0.395	-1.260	3.461
3.194	0.597	2.926
-0.670	-1.819	1.717
-2.051	-1.654	-0.597
0.304	-0.780	2.974
-2.509	-1.277	-2.022
-2.120	-0.227	-2.861
1.054	-2.411	-0.462
1.171	-1.778	1.608
4.086	2.242	-0.671
-2.565	-2.260	-0.720
0.422	-1.249	2.494
3.372	1.932	-0.128
5.274	-1.246	2.260
-0.657	0.023	-0.579
0.410	-0.507	1.248
4.110	-0.230	1.607
-0.099	-0.298	-0.148
0.092	-2.176	0.786
4.534	-1.840	2.794
0.023	1.002	2.186
-1.613	-1.455	-0.306
-1.338	-1.907	1.623
-1.654	-1.145	-0.758
-0.432	-0.917	0.691
-1.291	0.282	-1.367
1.486	1.576	0.605
3.479	1.108	0.420
1.932	-0.097	2.425
4.898	-0.098	1.395
2.109	1.100	1.591
-0.821	-1.391	0.765
0.282	-2.121	3.465
4.623	-1.727	3.114
0.989	0.322	3.390
-0.397	-0.260	-0.111
-0.980	-1.736	-0.606
-0.918	-1.272	1.224
-0.921	-2.393	2.898
1.567	0.506	2.159
0.129	-1.437	2.414
-0.592	-1.670	0.027
0.337	-1.425	0.381
-0.473	0.093	0.487
4.586	0.861	0.655
-0.869	-1.533	1.525
-0.081	-0.784	1.129
-2.290	-0.573	-2.519
4.227	0.994	0.355
6.481	-1.366	1.569
2.378	1.897	0.150
6.053	-1.642	2.196
-2.181	-1.291	-1.319
2.932	0.380	1.287
2.390	-0.125	1.834
-1.351	-0.348	-0.533
0.528	-0.441	1.161
-0.612	-0.622	-0.153
0.735	-3.402	-0.812
1.275	-0.427	-0.533
-0.347	-1.290	1.896
0.793	2.106	0.544
1.204	-1.309	0.160
-1.731	-2.619	0.046
4.379	-0.563	1.701
-0.274	1.415	-0.245
0.019	1.042	0.237
-1.885	-0.316	-1.458
4.568	0.732	0.604
-1.006	0.205	2.227
-0.407	-1.060	0.682
4.626	-0.199	1.155
1.471	1.753	1.226
2.532	-0.167	2.186
-1.690	-0.787	-1.546
-1.146	0.024	-0.152
4.212	-0.821	1.924
0.741	-0.181	1.044
-1.255	0.924	-1.374
1.959	-0.268	2.538
0.545	-1.126	1.964
-1.586	-0.094	-1.772
-0.508	-2.392	2.617
0.687	2.321	0.128
4.984	0.475	0.423
-0.256	-2.258	1.756
2.454	-0.477	2.620
-0.519	-0.537	-1.266
-0.941	2.385	1.031
-1.555	-0.178	-1.778
0.522	-1.104	0.196
-1.176	-1.722	-2.024
-0.775	0.489	0.740
-0.848	0.764	1.326
0.980	-1.402	0.675
0.578	-0.530	1.199
-1.959	-1.484	-0.528
-2.830	-0.779	-1.031
-2.493	-0.206	-3.157
-0.830	4.193	0.545
-0.712	-0.854	0.803
1.468	0.454	2.133
0.393	1.738	2.162
-2.453	-1.419	-2.001
-0.512	0.154	2.098
5.527	-0.897	1.871
1.490	0.494	1.935
-0.684	-2.030	2.599
-0.387	-2.472	-2.240
0.623	-1.572	-0.586
-0.967	-1.185	0.270
-0.962	-0.428	0.612
-0.218	-4.956	-0.872
-1.343	-1.341	-0.067
-2.012	-1.974	-0.407
1.134	1.331	1.129
0.879	-3.280	2.044
2.267	0.822	1.304
2.517	1.019	0.876
1.040	1.619	1.345
-1.990	3.501	0.044
1.828	0.445	1.862
-0.211	-2.257	3.432
-0.533	-0.891	0.740
-2.018	-0.179	-1.857
3.776	1.257	0.619
-1.777	-1.644	0.671
1.083	1.313	1.668
-1.089	-0.477	-0.938
-1.628	-1.182	-0.757
-0.375	-1.887	1.969
-0.522	-1.233	-0.527
0.094	-2.108	2.185
-1.907	-1.812	-0.275
-2.131	-0.394	-2.338
0.432	-0.444	1.233
0.318	-2.472	0.340
-0.711	-2.736	-2.083
-0.594	-1.859	-0.689
5.087	0.862	0.073
2.637	0.031	1.756
2.080	-1.103	1.971
-0.369	-2.130	3.133
4.005	0.256	1.221
1.743	1.078	1.779
4.452	0.491	0.809
2.336	0.067	2.252
-1.496	1.028	0.176
2.834	1.149	0.757
-1.399	-0.994	-0.542
1.768	-2.675	0.795
-0.231	-0.752	1.037
-2.490	-1.344	-2.521
-0.443	-0.975	0.553
0.868	-0.650	2.178
0.425	-1.662	4.167
-1.271	-1.278	-0.247
-0.502	-3.256	3.545
0.051	-2.174	-0.092
-1.193	-0.617	-1.140
1.884	-3.640	1.095
0.423	1.160	1.665
3.234	-0.901	2.485
-1.670	-1.463	-0.841
-0.114	0.740	0.237
4.535	1.359	-0.256
0.490	-0.523	-2.057
1.070	0.101	-0.089
1.053	1.668	0.508
4.453	-0.246	1.621
-0.538	-0.135	-0.822
2.971	0.048	1.875
-0.497	-1.771	1.627
1.045	0.538	2.118
-1.027	-0.236	-0.782
2.933	0.875	0.827
0.961	2.539	0.648
5.668	-1.016	1.725
-0.115	0.510	-0.494
0.009	-1.681	-0.465
2.463	1.955	0.548
3.100	-0.825	2.456
-0.467	0.834	2.158
-1.900	-0.472	-1.340
-0.316	-1.870	2.858
1.030	0.248	1.442
0.356	-2.412	4.294
5.708	-1.270	1.558
0.667	0.708	1.506
1.549	-3.305	1.159
6.677	-1.590	0.981
-0.321	-0.566	0.844
-0.997	0.309	-0.222
3.613	0.331	1.037
0.608	-0.373	0.679
-0.738	-2.350	2.941
0.549	1.895	1.292
-1.617	-0.454	-1.678
-2.654	-0.616	-2.475
4.508	-0.747	1.981
-1.547	-1.027	-0.729
2.352	-0.095	1.835
-0.520	1.511	0.401
-0.624	0.683	-0.466
0.826	1.762	0.951
5.754	-0.953	1.199
5.233	-0.049	0.587
-2.605	-0.921	-3.205
1.092	-1.977	0.303
0.214	-1.400	0.904
5.491	-0.135	0.774
4.945	-0.945	2.180
-1.243	-0.474	0.348
-1.393	-0.979	-0.365
-1.670	-0.747	-1.001
-1.505	-0.201	-2.436
2.995	1.728	0.598
3.001	-1.031	2.690
2.383	1.689	0.779
0.785	2.154	2.045
5.851	0.320	0.192
-2.349	-1.887	-0.252
1.956	-2.281	2.042
2.748	0.184	1.714
-2.114	-2.987	1.482
-0.484	-0.295	-0.759
-1.363	-0.656	-0.234
-0.073	2.299	1.043
-0.815	0.815	1.869
0.844	-1.480	3.461
-0.558	0.399	-0.099
0.914	-2.225	4.432
0.919	0.406	-0.244
5.931	1.261	-0.245
-0.228	2.892	0.473
-1.191	-0.319	-0.776
5.333	0.581	0.243
-0.201	-2.078	2.112
1.094	1.902	0.668
-0.342	-1.382	2.068
-0.522	-2.867	1.407
0.250	-1.879	3.076
-1.678	-1.964	-0.056
1.829	-0.341	2.818
3.567	-0.776	2.311
-1.745	-0.825	-0.587
-0.132	-0.973	1.460
-2.134	-0.398	-1.825
1.348	-1.095	0.449
-0.332	2.856	1.382
2.734	-1.062	3.087
-0.570	-0.569	0.594
-1.352	-2.423	1.538
-2.045	0.289	-0.426
0.672	-1.081	0.370
1.538	0.750	1.717
0.632	-1.679	0.549
-2.249	-1.349	-1.220
-1.725	-1.241	-0.196
-0.653	1.623	1.645
0.673	1.197	-0.515
-0.592	-0.636	1.053
-0.076	-2.477	4.466
-1.483	0.712	-2.672
-0.322	-0.028	-1.102
3.969	-1.170	2.648
-1.559	-0.224	1.798
4.996	-0.823	1.610
2.981	0.722	1.267
-0.572	0.779	1.516
3.988	-0.434	1.710
-0.208	-2.101	-0.445
0.552	-2.647	-1.218
1.505	2.311	1.292
0.843	0.577	0.568
2.721	0.584	1.318
6.716	0.117	-0.305
-0.053	1.847	1.280
-0.125	-1.152	1.566
-0.815	0.780	2.304
1.325	3.657	-0.736
-0.480	-4.226	-0.795
-0.108	-0.706	1.468
0.876	-2.938	5.963
6.181	-1.559	1.764
1.569	0.210	2.216
2.610	2.266	-0.078
1.828	-1.944	0.687
4.020	0.520	0.858
-0.444	-1.373	1.426
2.989	1.051	1.219
-0.347	-1.784	2.674
4.092	0.334	0.934
-0.519	-1.783	2.692
1.558	1.288	1.339
4.208	1.972	-0.449
1.634	0.682	2.111
