1.706	13.152	4.118	1.988	1.675	1.988	55.410
2.199	13.586	4.216	1.976	2.184	1.976	69.798
1.433	2.625	0.959	1.925	1.443	2.274	21.929
2.303	14.207	4.426	1.992	2.301	1.992	68.237
3.804	1.762	0.654	1.960	3.836	1.960	53.580
1.459	12.348	3.970	1.034	1.504	1.034	53.977
1.627	10.484	3.317	1.888	1.635	4.750	41.875
1.656	8.938	2.923	1.710	1.685	2.142	45.982
1.305	4.930	1.674	2.000	1.367	2.000	26.301
2.412	2.500	0.859	1.925	2.450	2.768	34.980
2.639	1.098	0.493	1.926	2.619	2.393	34.320
2.450	10.312	3.297	1.997	2.480	1.997	63.119
1.817	9.535	3.048	2.000	1.849	2.000	13.419
2.753	11.211	3.582	1.958	2.767	2.501	65.481
3.107	4.645	1.573	1.575	3.082	1.886	39.759
2.432	7.906	2.520	1.273	2.456	1.273	54.206
2.501	3.336	1.227	1.272	2.499	1.680	39.839
1.846	14.973	4.656	1.195	1.858	1.500	64.879
1.897	0.762	0.447	1.801	1.919	2.132	26.139
1.902	0.555	0.354	1.956	1.877	2.345	23.125
1.407	2.965	1.108	1.997	1.410	2.857	19.113
2.233	10.184	3.204	1.997	2.229	2.385	54.763
1.700	9.832	3.129	1.333	1.680	1.742	53.995
2.286	14.922	4.578	0.602	2.267	0.602	70.739
1.631	10.043	3.169	1.808	1.635	2.240	45.536
1.925	2.145	0.823	1.977	1.913	4.391	24.412
2.042	9.664	3.079	1.998	2.067	1.998	52.304
2.158	12.160	3.812	1.490	2.137	2.225	59.670
2.642	11.504	3.584	2.000	2.649	2.000	65.990
2.515	0.973	0.456	2.000	2.540	2.346	9160.565
2.927	6.340	2.089	1.959	2.935	2.304	55.546
3.165	15.980	4.943	1.827	3.179	2.132	85.125
2.050	5.910	1.961	2.000	2.069	2.000	38.429
1.990	9.828	3.089	0.583	2.007	1.106	29.552
2.066	11.602	3.676	1.769	2.047	1.769	56.141
1.618	7.934	2.513	1.977	1.586	2.809	44.422
2.057	14.551	4.475	1.989	2.082	2.983	64.300
1.993	4.285	1.481	1.963	1.949	2.369	33.030
1.301	8.355	2.679	1.035	1.295	1.035	37.787
3.071	2.359	0.887	1.836	3.058	2.522	30.514
0.887	2.414	0.935	1.965	0.889	1.965	28.728
1.941	5.148	1.716	1.873	1.950	2.669	39.913
2.467	14.555	4.523	1.594	2.476	2.026	72.174
1.123	8.164	2.684	1.991	1.116	3.007	31.922
2.016	13.504	4.262	1.059	2.016	1.512	62.658
1.025	15.414	4.827	1.802	1.026	2.123	54.470
1.861	4.586	1.563	2.000	1.871	2.301	50.035
1.148	6.262	2.113	0.516	1.135	1.082	30.220
2.060	2.012	0.822	1.851	2.083	2.204	29.075
2.273	6.738	2.178	1.965	2.298	2.352	45.430
1.700	11.215	3.552	1.404	1.725	1.715	51.349
2.429	0.219	0.222	1.995	2.418	2.369	28.653
2.738	1.684	0.700	1.968	2.734	1.968	37.708
2.812	7.328	2.378	1.957	2.779	1.957	55.203
1.409	14.398	4.499	1.906	1.407	2.397	55.882
1.670	13.801	4.375	0.958	1.697	1.315	66.868
1.098	2.453	0.931	2.000	1.097	2.000	15.709
2.890	6.480	2.100	1.984	2.892	2.309	54.398
2.676	14.328	4.556	1.003	2.666	1.003	75.689
2.142	13.207	4.142	1.678	2.126	2.106	60.784
2.695	4.723	1.581	1.932	2.706	1.932	47.705
1.800	8.355	2.671	1.998	1.778	1.998	41.448
2.880	4.578	1.514	1.854	2.836	4.604	42.223
1.410	11.340	3.582	1.807	1.381	1.807	47.759
3.005	6.727	2.205	1.196	3.008	1.657	57.638
2.488	0.262	0.250	1.999	2.510	2.685	25.478
1.586	2.332	0.918	1.559	1.555	1.559	22.579
1.156	11.457	3.648	2.000	1.183	2.405	42.934
1.973	6.051	2.073	1.967	1.976	2.305	39.571
1.797	13.914	4.409	2.000	1.787	2.000	59.738
3.046	8.285	2.618	1.478	3.025	1.478	62.556
1.699	12.004	3.781	1.355	1.714	1.914	54.258
1.800	13.836	4.299	1.803	1.776	2.105	59.647
2.191	3.488	1.250	1.730	2.167	2.079	32.778
1.452	5.094	1.747	1.713	1.440	1.713	33.345
4.313	7.047	2.317	1.625	4.309	1.991	77.183
1.339	7.887	2.647	1.990	1.363	2.427	34.784
3.093	3.086	1.137	1.416	3.073	1.416	47.884
3.064	8.309	2.711	1.566	3.048	1.566	61.600
1.945	13.926	4.326	1.897	1.965	1.897	51.267
2.277	14.680	4.513	1.637	2.265	1.637	69.096
2.031	7.895	2.548	1.998	2.039	2.367	27.894
2.622	8.047	2.570	1.733	2.625	2.174	53.664
0.950	7.742	2.580	1.635	0.975	1.635	31.418
3.281	0.480	0.277	1.543	3.281	1.882	41.685
1.996	10.664	3.363	1.234	1.990	1.696	53.049
2.244	2.656	0.930	1.836	2.234	2.158	93.388
2.715	2.324	0.877	1.976	2.742	2.323	37.837
2.037	10.297	3.316	1.803	2.041	1.803	53.009
3.097	10.695	3.396	1.948	3.085	2.320	69.922
2.155	7.246	2.346	1.538	2.113	1.945	44.826
1.049	7.945	2.532	1.647	1.086	2.008	33.689
3.681	7.559	2.439	2.000	3.699	2.000	68.531
2.133	3.133	1.112	1.364	2.140	3.148	-19.940
1.831	0.191	0.245	1.567	1.837	2.307	20.245
1.499	2.949	1.080	1.939	1.500	1.939	13.141
2.666	15.793	4.910	0.480	2.654	0.927	80.378
1.816	0.246	0.191	1.925	1.817	2.444	21.090
2.823	6.871	2.225	1.999	2.785	2.359	54.275
2.362	11.816	3.725	1.204	2.378	1.204	63.337
2.549	6.992	2.316	1.733	2.572	1.733	49.773
2.041	2.781	1.084	1.668	2.082	1.999	31.714
2.552	11.867	3.701	1.910	2.556	1.910	65.815
2.134	6.066	1.984	1.582	2.108	1.582	40.972
1.520	9.453	3.008	1.515	1.501	1.515	44.240
2.828	9.258	2.934	2.000	2.809	2.000	61.467
2.627	11.934	3.744	1.955	2.615	1.955	66.038
1.956	11.629	3.700	1.826	1.945	2.216	55.263
3.241	10.945	3.487	1.506	3.255	1.506	73.055
3.313	11.168	3.530	1.716	3.283	1.716	72.483
2.597	6.258	2.041	1.979	2.598	2.481	47.192
2.081	0.609	0.362	1.861	2.073	2.254	25.180
1.644	15.938	5.008	1.954	1.667	1.954	60.889
2.280	2.344	0.852	1.995	2.315	3.545	33.077
1.613	13.328	4.186	0.926	1.580	1.340	55.446
1.806	4.059	1.397	1.464	1.831	2.213	32.165
2.140	5.945	1.948	1.844	2.127	1.844	39.899
2.931	13.355	4.186	1.996	2.953	2.317	72.692
2.332	6.086	1.951	0.914	2.299	1.660	57.317
2.401	1.969	0.755	1.587	2.356	1.587	44.179
1.869	3.887	1.275	0.666	1.861	1.024	35.285
1.200	2.055	0.765	1.896	1.230	2.212	17.100
1.491	6.066	2.000	0.243	1.455	0.243	35.884
1.404	13.496	4.283	2.000	1.410	2.376	51.159
1.524	4.461	1.534	0.024	1.503	0.024	28.762
2.039	6.285	2.073	1.800	1.985	1.800	42.204
3.920	11.129	3.604	1.193	3.906	1.536	83.172
3.161	1.605	0.732	1.122	3.166	1.122	42.598
1.737	1.156	0.495	1.996	1.780	1.996	19.425
2.820	3.883	1.313	1.916	2.851	1.916	-83.411
3.169	0.121	0.247	1.376	3.195	1.376	40.697
2.652	6.848	2.265	1.278	2.630	1.278	58.338
1.848	2.605	0.930	1.924	1.840	2.468	24.811
2.371	10.926	3.434	1.994	2.370	2.630	59.439
3.364	5.684	1.900	1.975	3.345	2.290	75.164
1.519	2.941	1.000	2.000	1.471	2.410	28.557
1.781	5.828	1.928	0.993	1.769	0.993	35.397
2.564	3.039	1.138	1.766	2.572	2.395	35.427
1.830	10.699	3.350	2.000	1.811	2.000	57.693
1.378	10.203	3.186	2.000	1.366	2.000	43.399
1.878	12.012	3.775	1.358	1.853	1.358	56.231
1.833	8.246	2.677	0.841	1.852	1.324	53.651
2.614	10.766	3.394	1.661	2.601	1.661	63.361
2.844	8.910	2.821	0.318	2.866	0.318	63.588
2.151	9.203	2.925	1.511	2.146	2.029	51.615
1.594	2.543	0.966	0.630	1.603	0.630	235.195
0.616	2.734	0.969	1.643	0.656	1.643	12.691
1.589	3.844	1.364	1.985	1.589	2.682	28.448
2.236	5.512	1.833	1.398	2.264	1.398	44.221
2.096	9.125	2.862	1.527	2.094	1.527	51.927
1.912	6.371	2.052	1.997	1.904	1.997	38.737
2.560	11.094	3.539	1.842	2.540	2.249	58.968
0.750	9.551	2.998	1.839	0.740	2.285	31.473
1.566	5.652	1.829	1.973	1.545	2.495	188.263
1.786	10.035	3.206	1.585	1.772	1.585	48.600
1.346	14.613	4.540	1.976	1.349	1.976	56.395
1.471	0.344	0.298	1.636	1.506	2.078	-15.105
1.855	8.535	2.748	1.886	1.865	1.886	47.296
2.661	1.012	0.491	1.006	2.663	1.309	33.221
3.122	13.043	4.147	1.888	3.113	2.284	75.331
1.871	12.590	3.941	1.959	1.871	1.959	57.297
2.388	5.871	1.902	1.192	2.409	1.192	44.847
2.212	11.965	3.754	1.998	2.206	1.998	39.537
2.058	6.316	2.106	1.597	2.085	1.597	46.742
1.944	6.758	2.230	1.587	1.940	1.927	45.465
3.873	5.750	1.897	1.618	3.905	2.142	105.994
2.090	9.238	3.021	1.995	2.115	1.995	51.895
1.969	8.801	2.867	1.902	1.974	2.290	48.549
1.012	11.223	3.531	1.974	1.045	2.950	42.724
3.288	2.820	1.002	1.921	3.292	2.291	49.495
2.294	11.062	3.553	1.751	2.269	1.751	59.838
2.968	0.086	0.205	1.873	2.969	2.183	31.267
2.673	9.355	2.916	1.619	2.693	2.006	60.908
4.167	12.832	3.936	1.607	4.160	1.939	90.166
2.356	6.434	2.094	1.357	2.332	1.726	46.271
3.872	14.609	4.578	1.915	3.889	2.303	98.026
1.720	4.500	1.553	1.911	1.719	2.370	30.011
1.471	11.133	3.480	1.832	1.487	1.832	43.828
2.345	9.289	2.912	1.802	2.349	1.802	58.793
2.140	3.316	1.159	1.193	2.130	1.774	34.404
2.203	1.953	0.836	1.999	2.218	1.999	23.525
2.597	7.855	2.536	1.991	2.578	2.429	51.611
1.889	4.562	1.509	1.218	1.864	1.788	53.866
1.403	6.121	2.071	1.899	1.398	1.899	29.008
1.926	13.023	4.079	1.993	1.946	2.430	59.808
2.567	7.824	2.566	1.964	2.564	1.964	52.557
1.771	10.035	3.096	0.427	1.793	0.811	49.312
1.895	9.367	3.013	1.998	1.902	1.998	49.343
2.179	15.211	4.712	1.726	2.189	2.038	76.868
2.926	12.707	4.046	1.759	2.916	1.759	74.795
1.289	15.109	4.752	1.947	1.263	1.947	56.108
1.739	9.711	3.085	1.072	1.710	1.072	49.134
3.468	7.984	2.544	2.000	3.426	2.000	66.353
1.258	7.367	2.335	1.914	1.250	2.239	31.746
1.252	13.422	4.253	1.294	1.257	3.716	53.314
3.170	12.605	3.907	1.995	3.154	2.475	64.846
2.429	14.168	4.469	1.984	2.442	2.390	70.330
1.999	5.668	1.904	1.583	2.026	1.921	60.516
2.263	4.516	1.542	1.959	2.254	1.959	40.629
3.354	12.211	3.827	1.262	3.395	1.262	78.440
1.632	13.902	4.389	1.764	1.635	2.790	55.921
1.099	0.309	0.218	2.000	1.130	2.000	15.365
2.187	11.047	3.509	1.704	2.213	2.105	60.112
2.930	6.387	2.064	1.157	2.926	1.157	59.142
2.111	13.938	4.416	1.980	2.082	2.314	73.301
3.847	4.828	1.613	0.884	3.837	0.884	64.346
1.588	4.859	1.614	1.371	1.578	1.755	32.273
0.868	7.891	2.617	1.309	0.861	1.309	31.919
1.415	10.277	3.286	0.497	1.395	0.497	46.687
1.913	9.297	2.930	1.228	1.885	1.816	48.408
1.652	0.410	0.334	1.998	1.654	2.871	19.747
1.253	9.812	3.100	1.992	1.258	2.345	43.269
1.759	2.957	1.059	1.284	1.747	1.622	26.789
1.829	12.141	3.869	1.340	1.838	1.340	55.144
2.105	5.484	1.856	1.941	2.111	2.315	38.597
