1.629	1.059	8.988	0.156	1.912	29.254
1.662	1.441	3.082	0.172	3.763	35.994
1.742	2.147	8.504	0.156	2.600	33.142
1.947	1.670	15.398	0.203	2.398	21.471
1.846	1.586	11.762	0.133	4.155	23.008
1.987	2.521	13.777	0.195	1.486	28.091
1.388	1.233	4.965	0.203	3.205	35.161
0.283	1.233	12.961	0.234	1.653	24.282
1.912	1.092	5.844	0.164	3.270	31.059
1.978	1.012	7.602	0.133	3.515	27.222
1.115	1.329	2.008	0.164	5.384	36.326
1.999	1.611	12.414	0.125	4.462	22.557
1.334	1.275	1.945	0.141	3.702	36.812
1.875	1.034	11.555	0.195	2.931	23.574
1.150	1.154	7.824	0.156	2.056	29.965
0.486	3.271	4.957	0.109	3.488	46.688
2.000	1.115	7.738	0.141	2.098	31.194
1.712	1.319	0.289	0.273	2.404	42.309
1.343	1.194	13.707	0.133	2.181	22.242
1.824	1.143	4.695	0.141	2.732	33.736
1.800	1.095	11.109	0.172	2.405	24.341
1.003	1.260	12.043	0.188	2.997	22.147
1.977	1.586	1.891	0.164	3.155	37.635
1.960	2.599	8.492	0.141	3.167	34.144
1.834	2.011	2.352	0.211	2.123	41.400
0.717	1.228	0.160	0.102	2.878	42.110
1.437	1.869	4.066	0.180	4.701	34.740
1.342	1.216	9.277	0.164	2.788	25.222
1.050	1.393	8.719	0.172	3.040	31.646
1.854	1.214	11.914	0.086	3.132	26.287
1.987	1.103	3.750	0.172	3.473	34.421
0.901	1.034	3.887	0.102	3.391	36.301
1.678	1.264	1.988	0.133	3.410	37.564
1.598	1.005	13.090	0.164	4.563	19.120
1.973	2.768	14.289	0.188	2.012	31.274
1.882	1.444	10.840	0.102	2.838	26.724
0.509	1.065	15.484	0.133	1.762	19.848
1.085	1.322	9.746	0.234	4.156	26.834
0.912	1.130	10.633	0.094	1.861	26.879
0.571	1.220	1.418	0.180	2.584	40.968
1.999	1.116	0.801	0.172	2.661	37.154
1.718	1.111	7.781	0.172	4.116	28.495
1.426	1.025	8.117	0.148	3.955	27.961
1.223	1.119	8.352	0.148	1.932	30.298
1.981	1.805	3.957	0.109	1.751	37.303
1.067	1.003	1.414	0.109	2.591	36.422
1.389	1.733	0.730	0.164	2.534	43.036
1.997	1.252	3.117	0.141	2.442	36.384
1.920	1.030	0.855	0.148	4.358	36.309
1.603	1.403	6.133	0.133	4.843	27.125
1.172	1.820	13.801	0.164	2.677	24.325
1.872	1.254	9.277	0.109	3.084	26.311
1.238	1.216	12.297	0.148	2.805	22.205
1.721	1.707	3.801	0.188	2.834	35.460
1.888	1.215	3.820	0.156	2.962	30.481
1.903	1.000	0.719	0.156	4.509	36.150
1.992	1.106	1.098	0.180	1.874	39.575
1.755	1.041	15.238	0.234	2.632	18.905
1.988	1.252	2.152	0.148	4.793	35.004
1.754	1.731	3.168	0.172	2.169	36.795
1.743	1.007	0.703	0.156	2.907	38.613
1.981	1.237	2.340	0.109	3.654	36.189
1.999	1.160	9.242	0.133	2.334	26.163
1.448	1.345	13.562	0.141	4.089	22.008
1.617	1.516	9.066	0.211	3.013	27.990
1.359	2.384	8.887	0.227	2.882	33.398
0.947	1.865	4.234	0.125	2.733	38.561
1.998	1.059	15.273	0.141	2.129	20.349
1.953	1.543	5.422	0.172	4.211	34.030
1.989	1.702	6.809	0.133	3.073	31.821
1.778	1.037	13.633	0.188	2.664	18.139
1.980	2.014	7.234	0.156	3.464	37.026
1.609	1.270	7.281	0.133	3.082	29.625
1.984	1.713	8.559	0.172	2.948	30.761
1.050	1.304	8.438	0.148	1.333	28.190
1.034	1.135	1.496	0.102	4.965	35.306
1.081	1.092	0.180	0.117	2.604	41.025
1.497	1.030	11.223	0.133	3.463	26.905
1.768	2.225	13.102	0.195	2.565	27.419
1.677	1.032	4.566	0.125	2.580	33.197
1.954	1.816	8.246	0.125	1.783	30.685
1.372	1.025	8.688	0.156	2.010	30.007
1.744	1.284	10.945	0.125	4.245	23.867
1.665	1.025	8.547	0.141	2.918	27.564
1.990	2.209	4.703	0.164	2.900	35.948
1.261	1.429	0.391	0.156	2.910	40.745
1.954	1.088	5.469	0.117	2.292	32.847
0.464	1.166	8.559	0.172	4.070	29.807
1.971	1.506	2.867	0.094	2.535	32.886
1.240	1.449	12.602	0.125	4.212	21.716
1.974	3.674	4.469	0.211	2.650	50.179
1.444	1.053	11.367	0.172	3.972	23.060
1.599	1.133	9.566	0.156	2.447	24.318
0.481	1.244	0.488	0.188	5.729	36.425
0.945	1.212	8.527	0.078	1.745	29.148
1.587	2.150	0.441	0.195	2.846	43.596
0.371	1.004	8.766	0.164	1.650	26.292
1.676	2.096	5.914	0.164	2.748	38.794
1.970	1.102	14.660	0.195	3.982	16.588
1.592	1.106	3.141	0.156	3.271	34.170
1.905	1.152	10.891	0.227	3.793	23.840
1.064	2.014	14.109	0.250	3.366	26.457
1.580	1.008	11.605	0.266	4.260	22.167
1.997	1.392	6.656	0.195	1.519	35.774
1.500	1.581	15.512	0.148	2.016	16.299
1.941	1.076	0.387	0.148	3.351	39.890
0.832	1.567	0.543	0.156	2.363	40.266
1.561	1.405	2.004	0.070	3.015	37.280
1.452	1.810	2.160	0.180	3.197	41.072
1.979	1.319	5.309	0.156	3.431	34.967
0.452	1.972	1.668	0.156	5.610	37.799
1.967	1.769	2.293	0.148	1.451	40.787
0.068	1.078	3.605	0.180	2.514	35.408
1.838	1.382	13.461	0.156	4.321	18.940
1.215	1.775	11.617	0.156	5.145	24.234
1.469	2.248	15.422	0.148	2.725	24.905
0.538	1.035	11.543	0.188	4.829	20.594
1.874	1.099	15.500	0.273	2.938	18.981
1.809	1.032	4.121	0.180	1.591	32.856
1.843	1.101	5.453	0.180	2.812	33.066
1.998	1.659	11.906	0.156	2.329	26.945
1.588	1.336	6.824	0.117	2.097	30.310
1.632	1.476	7.562	0.086	2.089	32.983
1.991	1.431	2.316	0.125	4.311	36.767
1.650	1.251	1.766	0.141	3.512	38.132
1.435	7.671	2.910	0.164	4.106	120.317
0.835	2.066	11.738	0.125	2.115	30.251
1.865	1.260	3.324	0.141	1.439	35.398
1.688	1.026	1.395	0.172	2.470	36.478
1.981	1.221	9.355	0.180	4.847	22.008
1.684	1.100	15.176	0.125	1.764	22.957
1.961	1.180	6.160	0.164	4.098	31.941
1.985	2.153	0.871	0.141	2.033	43.250
1.759	2.734	13.590	0.188	2.740	29.437
1.843	4.296	14.074	0.211	2.593	44.121
1.731	1.064	10.590	0.156	2.284	25.264
1.839	1.633	8.371	0.078	2.261	29.322
1.713	1.037	3.383	0.148	4.183	32.758
2.000	1.754	2.434	0.078	2.174	40.364
1.731	1.125	6.883	0.148	1.996	28.598
1.746	3.139	0.898	0.109	3.728	52.313
1.567	1.102	1.648	0.109	1.795	37.971
1.819	1.740	4.773	0.117	1.734	35.521
1.175	2.369	11.582	0.156	1.794	32.952
0.463	1.274	10.559	0.250	2.085	26.033
1.254	1.313	1.871	0.125	2.135	39.288
1.614	1.414	6.492	0.062	3.884	30.469
1.229	2.075	13.324	0.164	3.703	27.471
1.999	1.030	1.723	0.172	2.460	32.609
1.190	1.130	9.895	0.180	2.429	26.988
0.435	1.110	9.473	0.125	3.315	26.893
1.826	1.208	13.617	0.172	4.308	20.806
1.874	2.112	6.801	0.211	4.456	34.965
1.756	1.770	14.930	0.164	3.926	20.896
1.948	1.012	11.836	0.188	3.446	23.466
1.852	1.227	1.734	0.102	1.422	36.222
1.984	1.676	4.297	0.148	4.812	34.404
1.920	2.002	8.949	0.156	2.779	32.693
0.750	1.065	12.699	0.180	3.535	21.741
1.614	1.156	15.582	0.109	2.122	16.049
1.991	1.755	12.938	0.164	1.813	22.284
1.949	1.059	12.668	0.094	2.792	17.376
0.810	1.069	1.148	0.117	3.926	38.607
0.855	1.340	7.594	0.195	2.821	31.114
0.847	1.838	14.961	0.109	3.940	19.899
2.000	1.609	2.898	0.172	2.852	41.712
0.955	1.218	7.602	0.094	2.953	32.609
0.733	1.014	8.219	0.164	2.095	31.931
1.796	1.815	5.184	0.164	4.859	33.774
1.952	1.398	1.391	0.070	2.277	37.731
1.847	2.143	14.312	0.117	2.407	25.773
1.946	1.054	2.379	0.117	2.290	34.293
1.857	2.354	11.121	0.188	2.945	30.646
1.811	1.611	0.254	0.141	2.979	42.381
0.994	1.075	11.707	0.195	2.898	21.755
1.068	1.844	1.984	0.203	3.887	42.261
1.560	1.158	15.426	0.180	2.609	15.925
0.977	1.574	12.188	0.148	2.062	25.993
1.892	1.173	6.465	0.141	2.623	32.804
1.141	2.796	15.109	0.125	1.569	31.186
0.887	1.108	7.363	0.141	1.867	33.120
1.967	1.201	12.773	0.211	3.873	21.469
1.975	1.049	7.172	0.148	3.134	27.739
1.864	1.113	4.309	0.164	2.213	33.466
0.841	2.670	1.297	0.133	3.729	46.751
1.945	1.066	12.992	0.094	2.111	19.663
1.831	1.185	15.145	0.117	3.456	21.995
1.985	1.275	2.570	0.180	2.339	37.599
1.553	1.994	10.887	0.180	2.792	29.771
1.493	1.483	6.145	0.148	2.014	31.469
1.998	1.084	3.867	0.117	2.971	36.781
1.817	1.591	2.234	0.156	2.447	41.242
0.895	1.016	8.766	0.102	2.198	27.918
1.920	1.075	3.438	0.125	2.910	37.172
1.962	1.134	13.797	0.109	3.015	19.388
1.175	1.789	8.609	0.102	2.546	30.861
0.543	2.381	13.344	0.156	3.842	25.196
1.791	1.283	7.043	0.156	2.550	29.735
1.934	1.140	13.793	0.125	2.974	21.677
1.993	1.034	5.590	0.148	3.389	27.650
2.000	1.010	3.453	0.164	2.628	36.076
1.996	1.263	6.227	0.219	2.415	37.101
1.971	1.065	12.582	0.156	3.143	20.840
1.185	1.064	6.777	0.141	2.811	29.069
0.602	1.011	0.801	0.148	2.776	38.982
1.896	2.856	14.504	0.125	4.268	31.298
0.743	1.442	10.078	0.180	3.083	29.009
1.980	1.310	4.105	0.172	2.081	37.074
1.983	1.030	14.301	0.156	1.834	19.657
1.901	1.312	8.840	0.195	3.629	27.366
1.717	1.017	1.629	0.141	1.872	39.546
1.890	1.376	15.836	0.117	3.593	18.111
1.941	1.548	3.184	0.133	2.784	34.459
1.498	1.204	12.930	0.141	3.108	21.604
1.924	1.170	7.980	0.141	1.803	30.878
1.268	1.088	12.883	0.195	3.191	24.321
1.974	2.859	2.680	0.180	3.882	46.025
0.863	2.722	6.664	0.164	2.891	44.810
1.968	1.385	5.008	0.219	2.176	33.406
1.981	1.610	2.574	0.164	3.377	35.815
1.978	1.395	14.609	0.195	3.707	17.701
1.953	1.388	8.488	0.211	3.422	27.945
1.081	1.145	12.070	0.133	2.891	26.634
1.651	1.461	10.301	0.164	3.140	24.742
1.334	1.013	15.383	0.133	2.530	18.771
1.982	1.021	11.664	0.156	3.833	26.932
1.828	1.416	6.898	0.164	2.999	28.521
1.992	1.009	0.449	0.078	2.433	34.136
1.907	1.639	6.918	0.109	4.430	28.667
1.692	1.021	6.824	0.117	2.019	30.954
1.842	1.444	7.891	0.180	2.885	30.871
1.828	3.289	12.754	0.133	3.370	34.439
0.594	1.360	6.270	0.109	3.307	35.391
1.366	1.065	3.996	0.109	4.684	29.423
1.997	1.261	14.277	0.148	4.625	19.474
1.174	1.666	5.652	0.211	2.238	36.882
1.960	1.092	6.785	0.133	3.300	29.105
1.930	2.293	3.918	0.133	1.812	39.927
1.992	7.084	3.566	0.188	3.937	106.434
1.999	1.148	3.781	0.195	2.153	38.216
1.982	1.090	2.355	0.125	4.017	37.537
2.000	1.061	10.348	0.148	4.356	26.157
1.983	1.485	13.121	0.188	3.994	21.561
1.832	2.170	7.234	0.203	2.147	36.159
1.673	1.780	6.449	0.109	2.673	32.120
1.976	1.235	12.520	0.102	3.290	17.491
1.923	1.602	8.152	0.117	2.522	30.389
1.981	1.699	2.199	0.102	2.632	41.691
1.730	1.173	4.703	0.070	3.150	31.786
1.293	1.146	11.895	0.133	2.286	21.184
1.903	1.386	13.574	0.133	4.132	16.198
1.874	1.019	5.363	0.148	3.266	29.124
1.665	1.094	15.223	0.188	2.299	19.629
1.995	1.470	0.691	0.195	4.911	38.855
1.995	1.156	15.602	0.273	3.089	14.739
1.416	1.015	5.070	0.164	2.149	31.887
1.994	1.112	2.742	0.180	2.699	37.548
1.971	1.591	11.652	0.094	3.808	22.993
0.662	2.506	6.254	0.117	2.067	37.912
1.991	1.210	15.172	0.125	1.963	21.617
1.578	1.026	3.492	0.156	3.555	31.697
1.590	1.353	7.461	0.180	4.362	28.706
1.999	1.888	8.156	0.180	3.686	32.037
1.966	1.214	5.750	0.117	3.004	33.499
1.254	1.209	10.961	0.125	3.263	26.117
1.958	1.621	15.824	0.078	3.198	18.870
1.894	1.628	11.297	0.172	2.909	28.829
1.885	1.016	9.730	0.203	2.353	29.460
1.909	1.118	5.535	0.125	1.869	33.096
1.825	1.096	10.566	0.141	2.070	25.553
1.964	1.171	0.004	0.180	2.981	39.142
1.387	1.064	4.023	0.164	3.820	32.451
1.001	1.230	8.168	0.164	1.524	29.046
0.911	2.419	9.648	0.195	2.994	35.430
1.877	1.095	11.332	0.148	3.595	26.953
1.946	1.756	12.090	0.164	3.148	22.645
1.505	1.289	9.836	0.133	2.556	30.550
1.615	1.486	7.609	0.125	4.636	26.372
1.992	1.204	13.648	0.164	2.627	22.623
1.410	1.096	14.527	0.219	4.691	18.151
1.777	1.221	5.871	0.180	4.659	29.807
1.969	1.018	9.531	0.141	2.532	28.164
0.118	2.196	11.582	0.203	3.447	31.348
1.906	1.193	9.867	0.094	3.696	22.686
1.621	1.096	8.664	0.070	3.868	25.429
1.646	1.577	2.320	0.133	2.749	39.299
1.996	1.167	14.734	0.180	3.501	19.373
1.940	1.511	11.289	0.148	3.263	22.227
1.100	1.130	0.578	0.102	2.294	36.718
1.930	1.158	5.625	0.188	5.006	33.418
1.901	1.056	8.172	0.109	2.545	28.279
0.911	5.978	1.961	0.195	2.521	91.524
1.117	1.168	2.086	0.156	2.508	43.371
1.440	1.671	11.719	0.164	3.159	25.153
1.018	2.180	1.270	0.125	3.458	44.769
1.929	1.564	12.418	0.219	2.186	26.917
1.724	1.265	7.375	0.117	2.598	32.031
0.947	1.544	2.582	0.188	2.762	39.305
1.045	1.476	5.430	0.172	3.294	34.980
1.963	2.844	10.398	0.109	2.600	34.352
1.977	1.150	2.617	0.148	3.764	32.657
2.000	1.165	11.816	0.117	2.334	23.435
1.316	1.725	13.020	0.164	3.158	23.697
1.978	1.142	6.266	0.172	3.902	28.961
1.457	2.546	11.781	0.164	3.640	28.975
1.938	1.206	10.516	0.102	2.123	29.076
1.607	1.692	11.082	0.250	2.998	22.713
1.868	1.081	11.281	0.219	3.402	22.906
1.984	1.254	11.348	0.180	2.173	29.315
1.612	1.003	5.973	0.141	2.032	30.640
1.099	1.025	11.102	0.211	3.790	21.193
1.937	1.050	6.102	0.211	1.981	32.909
1.346	1.346	7.336	0.109	2.858	30.391
0.402	5.920	15.508	0.148	3.662	74.593
1.721	1.357	13.973	0.195	2.053	18.084
1.532	2.920	0.312	0.164	3.252	49.670
1.731	1.280	7.734	0.203	3.050	31.602
1.437	1.048	11.270	0.180	2.616	25.288
1.237	1.145	2.906	0.133	3.281	37.209
1.817	1.152	3.480	0.195	2.527	33.336
1.894	1.938	8.203	0.133	1.930	33.278
1.312	1.002	3.031	0.133	2.730	36.404
1.223	1.241	2.652	0.211	4.678	31.409
1.999	3.833	15.844	0.141	2.231	38.895
1.998	1.340	7.109	0.156	7.568	26.944
1.988	1.069	0.184	0.156	2.339	37.288
0.494	1.478	13.336	0.125	4.009	26.227
1.865	1.045	12.688	0.172	2.070	23.466
1.412	1.197	1.250	0.148	2.251	39.729
1.673	1.245	9.574	0.203	3.837	26.118
1.854	1.694	4.332	0.156	3.192	32.819
1.601	2.769	6.879	0.125	4.542	37.757
1.415	1.532	8.355	0.180	3.869	27.569
0.912	1.161	0.043	0.164	5.538	36.952
0.691	1.045	3.203	0.227	1.912	40.517
2.000	1.172	10.930	0.188	2.459	25.035
1.578	1.130	0.621	0.172	2.753	36.437
1.980	2.075	5.070	0.141	3.631	39.147
0.510	2.247	13.859	0.164	3.032	29.358
0.944	1.165	15.047	0.141	2.686	15.797
2.000	1.063	1.461	0.172	1.910	38.781
1.730	1.179	7.320	0.172	2.710	30.488
1.824	1.287	1.473	0.109	3.407	35.820
1.514	1.056	11.223	0.258	2.156	25.907
1.170	5.077	7.352	0.117	2.248	62.354
1.731	1.200	11.453	0.141	2.716	23.910
1.039	1.049	14.871	0.180	1.998	24.022
1.985	1.603	11.047	0.227	2.102	30.207
1.991	1.383	13.039	0.148	2.002	25.193
2.000	1.144	10.688	0.117	2.189	25.609
1.929	1.052	11.398	0.109	3.373	22.214
1.830	1.133	1.785	0.180	3.848	32.053
1.032	1.188	2.355	0.125	1.418	41.111
1.987	1.187	11.320	0.172	3.511	28.703
0.166	1.014	8.930	0.180	3.232	26.089
1.392	1.299	13.277	0.125	2.310	23.205
0.951	1.253	10.727	0.188	4.067	25.053
0.394	1.788	3.832	0.141	4.200	33.399
1.521	1.491	13.406	0.164	4.221	21.980
1.992	1.087	11.312	0.109	3.838	29.612
1.105	2.074	7.957	0.148	3.726	31.007
1.665	1.038	4.527	0.125	4.740	31.556
1.948	1.073	15.230	0.180	2.036	16.878
0.870	1.890	14.699	0.172	2.152	20.741
0.453	1.270	9.414	0.164	2.323	30.321
1.909	1.054	14.711	0.125	3.509	18.919
1.678	1.256	11.801	0.234	5.279	19.983
1.992	1.144	0.578	0.102	3.165	38.536
1.783	1.264	0.094	0.109	3.406	42.792
1.349	1.280	7.402	0.211	3.732	27.519
2.000	1.094	3.742	0.172	4.395	31.647
1.957	1.594	7.969	0.172	2.544	33.771
1.538	1.452	0.152	0.172	3.995	41.312
1.990	1.865	4.258	0.141	3.136	35.905
1.847	2.196	0.277	0.195	3.328	45.496
1.929	3.498	14.820	0.188	1.763	33.617
1.674	1.500	5.488	0.148	2.129	30.908
1.671	1.075	11.672	0.164	2.742	27.275
1.935	1.319	14.277	0.125	2.686	22.476
0.950	1.225	9.066	0.195	2.296	28.720
1.833	1.154	6.887	0.156	1.570	29.125
1.963	1.090	1.398	0.203	3.197	38.060
1.828	7.424	15.738	0.203	2.717	97.159
1.982	1.117	3.520	0.164	2.752	29.236
1.774	1.475	0.395	0.203	2.968	40.590
0.631	2.525	4.051	0.125	2.663	44.587
1.781	3.331	3.066	0.117	2.810	52.782
1.972	1.030	8.035	0.125	3.388	24.802
1.961	1.030	12.383	0.148	2.206	26.080
1.334	1.015	5.035	0.195	2.271	30.280
1.350	1.194	7.270	0.172	5.423	25.730
1.693	4.919	11.234	0.188	4.075	51.317
1.112	1.092	2.320	0.141	2.637	39.973
1.982	1.027	1.043	0.086	3.201	36.809
1.835	1.110	12.902	0.148	1.645	23.404
1.462	1.387	12.090	0.180	3.359	27.297
1.599	1.119	14.625	0.156	2.930	22.756
1.152	1.037	7.746	0.148	2.744	32.083
1.561	1.367	11.027	0.141	2.460	21.836
1.971	2.021	15.016	0.133	3.215	22.214
1.923	1.090	11.785	0.164	2.306	24.235
1.836	1.034	5.324	0.133	2.360	33.593
1.121	1.549	9.352	0.172	2.479	26.919
1.991	1.070	3.625	0.125	3.373	32.548
1.999	1.167	12.547	0.117	3.850	23.646
0.499	1.406	1.742	0.133	1.894	40.384
1.386	1.612	15.504	0.133	3.473	18.424
1.559	1.052	4.398	0.133	2.283	34.211
1.970	1.967	9.055	0.070	1.944	37.038
1.903	1.141	3.453	0.164	2.709	33.654
1.994	1.588	0.152	0.148	4.395	40.447
1.762	1.200	13.238	0.156	3.147	16.876
0.857	2.353	5.910	0.195	3.585	42.892
1.121	1.617	5.145	0.125	2.201	37.394
1.983	2.262	13.195	0.164	2.223	27.826
1.972	1.467	13.828	0.234	3.724	18.343
1.938	1.041	1.461	0.062	3.271	34.231
1.846	1.037	9.672	0.188	3.094	26.501
0.715	1.004	4.727	0.156	3.108	38.742
1.178	1.033	1.059	0.172	3.286	37.070
1.841	1.137	3.766	0.133	2.850	34.676
1.192	1.357	14.500	0.227	2.717	25.582
0.617	1.080	6.441	0.109	1.842	29.882
1.181	1.088	10.547	0.133	1.543	27.522
1.966	1.586	14.586	0.172	1.988	20.421
1.957	1.129	9.176	0.125	2.008	29.512
1.493	2.093	3.582	0.109	2.481	38.919
1.008	1.533	6.516	0.148	2.536	37.654
1.928	1.221	13.445	0.094	4.488	15.933
1.841	1.017	9.957	0.180	2.747	26.588
1.890	1.025	10.398	0.125	3.872	25.411
1.712	1.308	2.656	0.172	3.080	33.944
1.808	1.147	8.559	0.094	3.609	32.064
1.694	2.642	2.938	0.172	2.832	42.709
1.926	3.759	15.988	0.094	2.124	37.692
1.432	1.073	8.395	0.102	3.264	31.024
1.708	1.058	15.660	0.172	3.958	17.255
2.000	3.665	4.250	0.109	3.744	52.251
0.943	1.015	9.613	0.133	3.257	22.624
0.858	1.059	4.816	0.148	1.742	32.894
2.000	1.060	5.156	0.117	1.727	37.104
0.456	2.910	4.277	0.164	3.349	47.548
1.030	1.143	13.508	0.148	2.595	23.014
0.555	1.448	8.891	0.125	2.201	28.279
1.965	1.073	5.109	0.203	2.538	31.728
